pid,year,jbsect1,jbhrs1,age,e1,spelldur1,logw1,jbsect2,jbhrs2,j2u,j2j,u2j,e2,logw2,sex,educ,nonwhite
15392015,1993,1,38,51,1,21.172604,7.0597153,1,40,1,0,0,0,6.6880903,1,1,0
15393143,1992,1,40,31,1,1.709589,6.8413014,1,40,0,1,0,1,6.9938941,1,2,0
15395383,2001,1,37,45,1,117.69863,6.9875937,1,37,0,1,0,1,7.0272169,1,2,0
15396509,1997,1,38,44,1,67.726028,7.4868102,1,38,0,1,0,1,7.5206294,1,3,0
15397653,1995,1,35,34,1,35.21096,6.8149886,,,0,0,0,,,0,1,0
15404331,1993,1,39,27,1,14.498631,6.4224463,1,35,0,1,0,1,7.0225363,1,1,0
15412172,1992,3,39,47,1,7.2657533,6.8323326,1,40,0,1,0,1,6.4575891,1,1,0
15412202,1992,1,0,45,1,3.0575342,5.2363176,1,15,1,0,0,0,5.2536163,0,1,0
15413292,1993,1,39,32,1,14.10411,6.4492311,1,80,0,1,0,1,6.8278522,1,1,0
15418898,2003,3,37,59,1,131.8685,7.2971034,,,0,0,0,,,1,2,0
15418928,2003,1,39,55,1,131.8685,6.6731873,,,0,0,0,,,0,1,0
15420019,1996,1,39,36,1,47.638355,7.1107068,1,37,0,1,0,1,7.0694203,1,1,0
15421163,2003,3,10,47,1,132.72328,5.2644572,,,0,0,0,,,0,1,0
15426726,1993,1,50,28,1,23.473972,6.6374645,1,39,0,1,0,1,6.2074542,1,1,0
15427846,1995,1,30,34,1,45.534248,6.1182733,-8,-8,1,0,0,0,,0,1,0
15432327,1992,1,37,32,1,.032876711,6.3924999,1,39,0,1,0,1,6.2424779,0,1,0
15432351,2003,1,40,42,1,132.49315,6.8201332,,,0,0,0,,,1,1,0
15442438,1998,1,35,39,1,82.717812,7.073452,1,40,0,1,0,1,7.2207646,0,2,0
15444643,2003,1,37,39,1,132.52603,6.9412422,,,0,0,0,,,1,2,0
15445763,2001,1,55,41,1,109.18356,7.1692443,,,0,0,0,,,1,1,0
15450236,2003,1,42,55,1,131.8685,7.2855072,,,0,0,0,,,1,3,0
15465918,1992,1,37,36,1,1.939726,6.9671531,1,-8,1,0,0,0,,1,3,0
15468151,1993,1,40,49,1,23.736986,7.8220048,1,35,0,1,0,1,7.0543346,1,1,0
15468186,2002,3,25,59,1,129.86301,5.9757156,1,20,1,0,0,0,5.9965529,0,2,1
15469301,1993,1,35,48,1,13.380822,6.4028697,1,37,0,1,0,1,6.2025824,0,1,0
15470393,2002,-8,-8,60,0,122.46575,,,,0,0,0,,,1,2,0
15477118,1994,1,50,51,1,26.301371,5.862596,1,4,1,0,0,0,,0,1,0
15477142,2003,1,39,57,1,131.80273,6.6668,,,0,0,0,,,1,1,0
15479358,1996,3,38,50,1,57.139725,6.6408658,-8,-8,1,0,0,0,,0,1,0
15484971,1992,1,40,42,1,.032876711,7.277308,1,39,1,0,0,0,7.3054919,1,1,0
15486079,2002,1,40,41,1,122.99178,6.9425688,1,37,0,1,0,1,6.8648229,0,1,0
15488349,2003,3,14,49,1,132.5589,5.8986611,,,0,0,0,,,0,1,0
15491668,1992,-8,-8,26,0,.032876711,,1,40,0,0,1,1,5.7316523,1,1,0
15501736,1993,8,37,31,1,20.90959,7.3083463,1,40,0,1,0,1,7.3429861,0,3,0
15507343,2003,3,0,52,1,131.80273,7.6328335,,,0,0,0,,,1,3,0
15507378,2001,4,15,46,1,113.88493,5.9517303,1,15,0,1,0,1,5.9499102,0,2,0
15518531,2003,1,35,49,1,132.1315,7.8021374,,,0,0,0,,,1,3,0
15518566,1992,1,15,36,1,12.690411,5.3734751,1,21,1,0,0,0,5.6188569,0,1,0
15519651,1993,1,40,44,1,20.021917,7.3356519,1,39,0,1,0,1,6.5970302,1,1,0
15519686,1994,4,29,44,1,24,5.8785362,,,0,0,0,,,0,1,0
15521893,1992,3,37,37,1,6.7726026,7.6603003,1,37,0,1,0,1,,1,3,0
15523012,1999,1,37,42,1,94.12603,7.0664272,1,37,0,1,0,1,6.6168733,0,1,0
15524167,2003,3,28,49,1,132.78905,5.9839263,,,0,0,0,,,0,1,0
15526372,1995,1,38,61,1,36.361645,6.9239469,,,0,0,0,,,1,1,0
15542041,2003,6,60,59,1,132.1315,6.9506235,,,0,0,0,,,1,3,0
15542076,1992,3,36,45,1,3.5178082,7.4245782,3,37,0,1,0,1,7.382854,0,3,0
15548767,2003,5,40,38,1,131.83562,7.3557577,,,0,0,0,,,1,1,0
15552128,1994,1,42,43,1,24.39452,7.1703591,,,0,0,0,,,1,3,0
15559963,1993,1,39,38,1,12.09863,6.9858074,1,36,1,0,0,0,7.3812375,1,2,0
15559998,1992,1,39,36,1,3.1890411,6.7575316,1,39,0,1,0,1,6.5405879,0,1,0
15567796,1993,1,39,48,1,23.736986,7.308517,1,0,0,1,0,1,6.4929585,1,1,0
15570061,1995,6,16,46,1,35.539726,5.5983844,,,0,0,0,,,0,2,0
15572307,1996,1,37,35,1,45.501369,7.1989684,1,45,0,1,0,1,6.9256086,1,2,0
15580172,1992,1,35,26,1,.065753423,6.2336764,1,37,1,0,0,0,6.3194389,1,1,0
15582353,1997,3,35,33,1,62.926029,7.3259978,1,40,0,1,0,1,7.4981565,1,3,0
15582388,2003,3,35,42,1,130.35617,6.735074,,,0,0,0,,,0,1,0
15589072,2003,1,37,62,1,131.63835,7.6950316,,,0,0,0,,,1,2,0
15595781,2003,1,37,47,1,130.7178,7.5743008,,,0,0,0,,,1,3,0
15595811,2003,3,28,45,1,130.7178,7.2713418,,,0,0,0,,,0,3,0
15602508,2002,1,37,49,1,121.01918,7.2893376,4,20,0,1,0,1,5.6006484,0,1,0
15602532,2003,1,40,53,1,130.84932,6.7773294,,,0,0,0,,,1,1,0
15616002,1995,1,37,30,1,35.671234,5.9362526,1,38,0,1,0,1,6.4839578,0,1,0
15621561,2003,4,37,55,1,132.39452,7.3016987,,,0,0,0,,,0,1,0
15628299,2001,1,44,54,1,109.08493,7.8038235,,,0,0,0,,,1,2,0
15629376,1995,1,35,34,1,36.558903,7.4045548,1,35,0,1,0,1,7.3619199,0,1,0
15631648,2003,2,37,43,1,132.59178,7.1228371,,,0,0,0,,,0,1,0
15633853,1992,1,40,50,1,.65753424,7.5136967,1,-8,1,0,0,0,,1,2,0
15633888,1998,3,30,50,1,83.079453,7.3889618,-8,-8,0,1,0,1,,0,3,0
15639452,1996,1,37,33,1,50.59726,7.7839503,1,40,0,1,0,1,7.6558046,1,1,0
15642801,2003,1,40,43,1,134.16986,7.6333876,,,0,0,0,,,1,3,0
15654001,1994,2,37,51,1,24.164383,7.8908386,,,0,0,0,,,1,1,0
15654036,1994,1,37,50,1,24.164383,6.8339438,,,0,0,0,,,0,1,0
15659631,1999,1,36,52,1,87.484932,6.5791187,-8,-8,1,0,0,0,,0,1,0
15660729,1997,1,55,42,1,66.016441,6.7046041,1,45,0,1,0,1,7.1254444,1,1,0
15660753,1996,1,20,42,1,48.624657,5.9455233,1,21,0,1,0,1,5.9454904,0,1,0
15665232,2003,1,37,56,1,132.95343,7.6003323,,,0,0,0,,,1,1,0
15666328,2003,1,42,40,1,133.67671,7.5042386,,,0,0,0,,,1,1,0
15670791,2003,6,55,43,1,132.95343,7.7499342,,,0,0,0,,,0,3,0
15674193,1994,3,35,48,1,35.506851,6.2420816,1,20,0,1,0,1,6.2380276,0,1,0
15676404,2003,4,39,52,1,131.47397,6.9922218,,,0,0,0,,,0,3,0
15683141,1998,1,16,46,1,71.178085,5.4260931,,,0,0,0,,,0,1,0
15688747,2003,1,23,61,1,129.43562,6.2791033,,,0,0,0,,,0,1,0
15690946,1995,3,28,49,1,36.295891,7.5196176,,,0,0,0,,,1,3,0
15690989,1995,3,33,49,1,36.295891,7.5545983,,,0,0,0,,,0,3,0
15696553,1997,1,42,55,1,61.08493,6.8626618,,,0,0,0,,,0,2,0
15709981,1992,3,40,49,1,6.7726026,7.5469475,1,48,1,0,0,0,6.6567478,1,1,0
15713342,2003,3,35,50,1,131.4411,7.704793,,,0,0,0,,,0,3,0
15736857,1992,1,35,35,1,1.0849315,7.1837296,1,37,1,0,0,0,7.2946067,1,3,0
15736881,2000,1,35,44,1,96.263016,7.7768154,1,35,0,1,0,1,7.8691525,0,3,0
15737977,1992,1,37,27,1,10.520548,7.5004516,1,38,0,1,0,1,7.9164543,0,3,0
15739104,2003,1,37,43,1,130.91507,7.6728654,,,0,0,0,,,1,3,1
15745813,1994,1,36,46,1,28.372602,6.9383626,1,37,0,1,0,1,6.6571045,0,1,0
15751449,2003,1,20,71,1,131.5726,5.4561095,,,0,0,0,,,0,1,0
15752526,1992,1,40,32,1,8.0547943,6.8718429,1,65,0,1,0,1,6.8302646,1,1,0
15752569,1992,4,20,32,1,10.520548,5.5885382,1,15,0,1,0,1,5.3028398,0,1,0
15753646,1999,1,39,38,1,81.994522,7.1611619,,,0,0,0,,,1,1,0
15753689,1993,4,37,31,1,12.394521,6.9814415,4,38,1,0,0,0,7.0620317,0,3,0
15758133,1994,1,38,56,1,33.10685,5.9666772,1,37,0,1,0,1,5.999886,0,1,0
15765962,1994,1,37,40,1,31.035616,7.5078449,4,6,1,0,0,0,,1,3,0
15765997,1998,2,37,44,1,77.063011,7.4376297,3,36,0,1,0,1,7.7349291,0,3,0
15776042,2003,3,40,43,1,131.5726,7.5417638,,,0,0,0,,,1,1,0
15776077,1999,1,20,39,1,90.213699,5.7572517,1,25,0,1,0,1,6.1954298,0,1,0
15792862,1999,1,37,51,1,84.427399,6.5522742,6,37,0,1,0,1,6.7056155,0,1,0
15796221,2003,3,15,55,1,132.62466,5.3615642,,,0,0,0,,,0,1,0
15801829,1994,3,37,47,1,25.019178,6.0253735,,,0,0,0,,,0,1,0
15805182,2003,2,35,42,1,131.37534,6.8655844,,,0,0,0,,,1,3,0
15826546,1992,1,37,36,1,3.6164384,7.2739692,1,-8,1,0,0,0,,1,2,0
15829782,2003,1,10,60,1,132.26302,5.5984769,,,0,0,0,,,0,1,0
15837629,1992,1,36,60,1,1.150685,6.6486993,1,-8,1,0,0,0,,1,2,0
15858898,1994,1,37,37,1,23.013699,7.2702379,,,0,0,0,,,1,1,0
15860019,1996,1,39,41,1,47.408218,6.8712864,,,0,0,0,,,1,1,0
15866769,1992,1,37,37,1,.032876711,6.5944414,1,38,0,1,0,1,6.4713035,0,1,0
15874567,1995,1,27,39,1,39.68219,6.5832405,1,35,0,1,0,1,6.7405605,0,1,0
15886883,2003,4,35,46,1,131.8685,7.3789158,,,0,0,0,,,0,1,0
15888002,2003,1,35,54,1,130.42192,7.2459393,,,0,0,0,,,1,1,0
15893626,2003,4,30,55,1,131.27672,6.6251173,,,0,0,0,,,0,1,0
15894711,1992,1,37,31,1,2.1369863,7.2083154,1,37,0,1,0,1,7.2720971,1,2,0
15898083,2003,3,35,42,1,131.5726,6.9848337,,,0,0,0,,,1,2,0
15908186,1992,1,-8,55,0,8.8438358,,1,14,0,0,1,1,,0,1,0
15926079,2003,1,38,47,1,131.04657,6.9417667,,,0,0,0,,,1,2,0
15926109,2003,1,35,46,1,131.07945,6.4842687,,,0,0,0,,,0,1,0
15930947,1995,1,37,29,1,37.610958,6.6815038,1,24,1,0,0,0,6.2633076,0,3,0
15935027,2003,5,40,46,1,130.45479,7.202806,,,0,0,0,,,1,1,0
15935051,1998,3,27,40,1,79.726028,5.3239841,8,35,0,1,0,1,6.7674952,0,1,0
15949583,1994,1,80,47,1,24.624657,5.2624049,,,0,0,0,,,1,1,0
15949613,1994,1,20,48,1,24.690411,6.3485703,,,0,0,0,,,0,1,0
15959651,2003,1,40,44,1,132,7.8176317,,,0,0,0,,,1,1,0
15959686,2003,4,19,48,1,132,6.9148273,,,0,0,0,,,0,1,0
15961923,2003,1,16,61,1,131.83562,5.4394121,,,0,0,0,,,0,1,0
15963012,1993,1,12,46,1,13.939726,5.3238339,1,8,1,0,0,0,,0,1,0
15967492,1999,1,38,44,1,91.29863,7.1697879,1,48,1,0,0,0,6.7447066,1,2,0
15969738,1993,1,37,29,1,22.257534,7.6435199,1,45,0,1,0,1,7.3812375,1,3,0
15970876,1992,4,30,26,1,3.6493151,6.8205495,1,40,0,1,0,1,7.2775769,0,1,0
15973093,1998,1,40,49,1,83.572601,7.3859925,1,45,0,1,0,1,7.1353793,1,1,0
15974219,2003,3,35,44,1,131.90137,7.7884879,,,0,0,0,,,1,3,0
15976483,1996,1,35,32,1,52.668491,7.5251598,1,38,0,1,0,1,7.5904422,0,3,0
15979849,1996,1,21,64,1,47.638355,6.4158845,,,0,0,0,,,0,1,0
15982041,1996,1,37,49,1,51.254795,7.6356959,-8,-8,1,0,0,0,,1,1,0
16005597,2003,1,40,42,1,135.09041,7.172194,,,0,0,0,,,1,1,0
16007808,1993,1,18,44,1,18.575342,5.4015489,4,16,0,1,0,1,5.548656,0,1,0
16007832,2003,1,39,57,1,130.7178,7.0773363,,,0,0,0,,,1,1,0
16020111,2003,1,40,41,1,131.27672,7.1513405,,,0,0,0,,,1,1,0
16031318,2003,2,31,37,1,130.61917,6.5731292,,,0,0,0,,,0,1,0
16038061,2003,2,37,46,1,131.8685,7.3877692,,,0,0,0,,,1,3,0
16039157,2003,2,24,46,1,131.67123,6.5727611,,,0,0,0,,,0,1,0
16042549,1993,6,20,46,1,22.586302,6.3699346,1,36,0,1,0,1,6.5737147,0,1,0
16067177,1999,1,39,35,1,85.545204,6.5925765,1,40,0,1,0,1,6.9977975,1,1,0
16072731,2003,1,37,44,1,131.24384,7.787981,,,0,0,0,,,1,2,0
16077253,2003,3,35,51,1,132.4274,7.2750626,,,0,0,0,,,1,3,0
16087291,2001,1,37,41,1,107.86849,7.74263,,,0,0,0,,,1,1,0
16087321,2003,1,25,44,1,132.36165,6.2339473,,,0,0,0,,,0,1,0
16099613,1998,3,35,39,1,72.986298,7.2454391,1,37,0,1,0,1,7.3360987,1,3,0
16099648,2001,3,18,37,1,117.40274,6.1430469,6,18,0,1,0,1,6.0548754,0,1,0
16104099,1998,1,42,44,1,76.964386,7.3757296,1,40,1,0,0,0,6.7735181,1,1,0
16108604,1994,1,40,49,1,23.704109,6.9852481,,,0,0,0,,,1,1,0
16109686,1993,1,-8,36,0,27.846575,,1,20,0,0,1,1,,0,1,0
16109716,1994,1,-8,37,0,42.016438,,1,38,0,0,1,1,,1,1,0
16114191,2001,1,37,56,1,106.5863,6.3863349,1,20,0,1,0,1,6.3247395,0,1,0
16118642,1995,1,39,58,1,42.345207,6.8403196,1,44,1,0,0,0,6.5683875,1,1,0
16123182,1993,3,39,28,1,15.879452,6.7807908,1,60,0,1,0,1,7.0935555,1,1,0
16126483,1993,6,37,32,1,14.498631,6.9973097,3,35,0,1,0,1,7.0943246,0,1,0
16126513,1992,1,40,34,1,2.49863,6.2971897,1,40,0,1,0,1,6.2637877,1,1,0
16127609,2003,4,37,55,1,130.19179,6.8114924,,,0,0,0,,,1,1,0
16141032,1993,1,-8,30,0,15.221918,,1,37,0,0,1,1,7.0551043,1,2,0
16158946,1992,-8,-8,30,0,1.150685,,1,60,0,0,1,1,6.3699913,1,1,0
16171268,2003,1,47,46,1,131.47397,7.1858521,,,0,0,0,,,1,1,0
16180216,1997,1,16,46,1,61.578083,5.598062,1,39,0,1,0,1,6.5353694,0,1,0
16180259,1992,1,40,45,1,11.145205,7.1662273,1,40,0,1,0,1,7.1824851,1,1,0
16183606,2003,3,36,59,1,133.15068,7.2431111,,,0,0,0,,,0,3,0
16193652,1993,1,35,45,1,18.739725,7.4843607,1,-8,1,0,0,0,,1,1,0
16198166,1993,4,38,48,1,13.446575,6.7667317,4,16,0,1,0,1,5.987937,0,2,0
16205979,2003,1,44,68,1,132.49315,7.6414523,,,0,0,0,,,1,3,0
16206002,2003,1,44,53,1,132.49315,7.0394373,,,0,0,0,,,0,1,0
16216059,2002,1,40,49,1,122.16986,7.4843707,1,50,0,1,0,1,7.5187497,1,3,0
16216083,2003,1,38,47,1,132.4274,6.9310656,,,0,0,0,,,0,1,0
16217209,1992,1,14,28,1,9.1726027,5.2624049,4,20,0,1,0,1,5.8449812,0,1,0
16221648,1992,1,35,46,1,9.4027395,6.7917171,1,38,0,1,0,1,6.7686129,0,1,0
16221672,1994,1,39,46,1,28.372602,7.3315449,1,36,1,0,0,0,7.1219254,1,1,0
16236238,1993,1,38,47,1,24.295891,6.7177176,1,38,0,1,0,1,6.7463589,0,1,0
16239563,2003,3,37,54,1,130.91507,7.5254955,,,0,0,0,,,1,3,0
16240677,2000,3,33,48,1,99.68219,6.7566872,3,35,0,1,0,1,7.018961,0,1,0
16245229,1994,1,18,31,1,24.032877,5.6942315,,,0,0,0,,,0,2,0
16248511,1993,1,-8,33,0,12.591781,,,,0,0,0,,,0,1,0
16251873,1997,1,39,33,1,58.947945,7.8640785,,,0,0,0,,,1,1,0
16261941,1993,1,38,51,1,18.608219,7.4656014,1,37,0,1,0,1,7.6428909,1,1,0
16266439,2003,3,35,48,1,130.35617,7.4931698,,,0,0,0,,,1,3,0
16268679,1994,3,18,49,1,34.487671,5.8467069,1,17,0,1,0,1,5.5944209,0,3,0
16272021,1992,1,15,60,1,5.0301371,5.4815407,1,13,0,1,0,1,,0,1,0
16280989,1992,-8,-8,51,0,6.5424657,,1,-1,0,0,1,1,,1,1,0
16281012,1994,1,39,44,1,22.520548,6.3669858,3,-1,1,0,0,0,6.8781285,0,1,0
16285492,1995,4,19,48,1,37.315067,5.9396768,,,0,0,0,,,0,1,0
16288823,2003,1,36,44,1,132.16438,7.8799148,,,0,0,0,,,1,3,0
16289943,1995,1,39,40,1,42.049316,6.9482517,1,39,0,1,0,1,6.9876304,1,1,0
16297776,1995,1,45,34,1,43.331509,5.7072611,1,39,0,1,0,1,7.0022521,1,1,0
16304497,2003,1,52,56,1,132.06575,6.9311709,,,0,0,0,,,1,2,0
16304527,1992,1,19,36,1,7.1013699,6.3610172,1,30,0,1,0,1,5.4375343,0,1,0
16311213,2002,3,37,48,1,125.45753,7.5553427,2,37,0,1,0,1,7.6003704,1,3,0
16313453,1993,1,40,27,1,23.934246,6.776196,1,40,0,1,0,1,7.3686585,1,2,0
16313488,2003,1,30,38,1,133.2822,6.5522799,,,0,0,0,,,0,1,0
16328019,2000,1,37,37,1,95.967125,7.2248325,,,0,0,0,,,1,1,0
16328043,1994,1,37,32,1,28.931507,6.8760481,1,37,0,1,0,1,6.3934283,0,1,0
16330242,1998,1,40,45,1,74.136986,6.3477306,,,0,0,0,,,1,1,0
16330277,1994,1,40,40,1,25.249315,6.2944746,1,37,0,1,0,1,6.2978482,0,1,0
16331427,2003,1,35,42,1,131.37534,6.3527966,,,0,0,0,,,1,1,0
16340329,1993,1,38,42,1,21.961643,7.5568871,1,50,0,1,0,1,7.7482514,1,3,0
16345959,2003,1,39,57,1,131.96712,6.1634269,,,0,0,0,,,0,1,0
16347048,1997,1,35,35,1,67.956161,7.3072357,1,38,0,1,0,1,7.6906533,1,3,0
16355997,1995,1,37,32,1,35.243835,7.6801291,,,0,0,0,,,1,3,0
16361628,1994,4,36,48,1,23.375343,7.2837019,,,0,0,0,,,0,2,0
16362713,1993,1,15,28,1,17.09589,5.3084464,1,15,0,1,0,1,5.4151244,0,1,0
16362748,2003,1,37,37,1,132.06575,7.4777985,,,0,0,0,,,1,2,0
16372816,2003,1,39,46,1,131.96712,6.1837978,,,0,0,0,,,0,1,0
16380657,1994,1,39,53,1,31.364384,6.6209922,-8,-8,1,0,0,0,,1,1,0
16380681,2003,1,37,38,1,131.93425,6.5455785,,,0,0,0,,,1,1,0
16381742,1994,4,37,32,1,27.123287,7.3220081,4,37,0,1,0,1,7.2038589,1,3,0
16382862,2003,3,40,55,1,132.23013,7.4186234,,,0,0,0,,,0,3,0
16387376,1993,-8,-8,28,0,14.30137,,1,27,0,0,1,1,5.6524525,0,1,0
16399668,2003,1,42,44,1,131.70412,7.2238626,,,0,0,0,,,1,2,0
16410882,1994,1,37,28,1,35.901371,6.5182943,1,37,0,1,0,1,6.5656919,0,1,0
16411978,1996,1,37,40,1,51.452053,7.1834965,1,39,0,1,0,1,7.2971721,1,2,0
16414217,1995,3,37,52,1,38.89315,7.0772209,4,39,1,0,0,0,6.2343669,1,1,0
16414276,2003,4,37,37,1,132.06575,7.2506003,,,0,0,0,,,1,1,0
16420926,2002,1,37,38,1,129.20547,7.3682165,1,42,0,1,0,1,6.5445056,1,1,0
16422082,2003,2,32,56,1,131.24384,7.0356975,,,0,0,0,,,0,1,0
16423178,1993,1,40,29,1,16.569862,7.1479726,1,65,0,1,0,1,7.2618904,1,2,0
16424298,2003,1,37,51,1,131.5726,7.2218509,,,0,0,0,,,1,1,0
16425413,2002,4,37,47,1,121.31507,6.5031395,,,0,0,0,,,0,1,1
16427653,2002,1,39,44,1,130.38904,7.134459,1,45,0,1,0,1,6.8214941,1,1,0
16427688,1993,5,40,34,1,18.312328,6.5853415,1,40,0,1,0,1,6.6818204,0,1,0
16441087,1998,1,39,49,1,71.736984,7.1276641,,,0,0,0,,,1,1,0
16441117,2003,3,20,53,1,130.88219,5.7427592,,,0,0,0,,,0,1,0
16443357,1993,-8,-8,36,0,15.024657,,-8,-8,0,0,1,0,,1,1,0
16448928,2003,1,40,45,1,131.07945,6.9088845,,,0,0,0,,,1,1,0
16448952,2003,1,40,45,1,131.07945,6.3648763,,,0,0,0,,,0,3,0
16451252,1992,-8,-8,31,0,.032876711,,1,56,0,0,1,1,7.2328768,1,1,0
16454529,2002,1,37,54,1,128.74521,7.3442469,1,37,0,1,0,1,6.830152,0,1,0
16455649,1992,1,40,26,1,.065753423,7.2083154,1,40,0,1,0,1,7.462306,1,3,0
16456769,1992,-8,-8,35,0,5.9178081,,1,88,0,0,1,1,7.1045237,1,2,0
16463471,2001,1,39,53,1,109.4137,6.5892773,-8,-8,1,0,0,0,,1,1,0
16476948,2003,3,20,48,1,132.39452,5.8498802,,,0,0,0,,,0,1,0
16481399,1994,1,37,38,1,30.90411,6.3109879,1,37,0,1,0,1,6.6743259,0,1,0
16498186,2001,1,40,53,1,107.24384,7.687314,,,0,0,0,,,1,3,0
16500423,1992,1,-1,38,1,9.0082188,6.4402905,1,0,0,1,0,1,6.7124815,0,1,0
16502663,1993,1,39,51,1,21.698629,7.263124,1,-8,1,0,0,0,,1,2,0
16502698,1992,1,12,47,1,.59178084,6.1039724,3,25,0,1,0,1,6.6290464,0,1,0
16506022,1996,1,38,33,1,51.484932,7.140079,1,48,0,1,0,1,7.4364343,1,3,0
16507142,1996,1,39,30,1,47.112328,6.440474,,,0,0,0,,,1,1,0
16508262,2003,3,37,41,1,131.34247,7.1640124,,,0,0,0,,,0,3,0
16513886,1996,4,37,30,1,52.734245,6.8145895,,,0,0,0,,,0,2,0
16523938,1999,6,70,44,1,83.441093,7.660655,,,0,0,0,,,1,1,0
16526171,1995,1,37,41,1,35.60548,6.8273721,,,0,0,0,,,1,1,0
16526201,1994,1,37,40,1,30.246574,6.7446532,1,20,1,0,0,0,5.6603155,0,1,0
16527321,1994,3,20,54,1,25.183561,5.8505354,,,0,0,0,,,0,1,0
16542967,1995,1,44,54,1,48,6.8573289,1,30,0,1,0,1,6.4677439,0,1,0
16545206,2003,1,37,46,1,131.67123,7.1385846,,,0,0,0,,,1,2,0
16545249,2001,1,37,43,1,113.12877,6.3992615,1,40,0,1,0,1,6.8134503,0,1,0
16548566,2003,2,30,37,1,131.47397,6.7111983,,,0,0,0,,,0,1,0
16558642,1993,1,38,43,1,23.506849,6.9114532,1,41,1,0,0,0,6.8910308,1,1,0
16558677,2003,3,37,51,1,134.00548,6.6931424,,,0,0,0,,,0,1,0
16560876,1992,1,32,30,1,1.479452,5.7132416,1,17,1,0,0,0,5.4214973,0,3,0
16560906,2003,4,37,42,1,132.65753,7.4338984,,,0,0,0,,,1,3,0
16564243,2001,4,32,40,1,110.72877,7.2462444,4,37,0,1,0,1,7.1832705,0,2,0
16565398,2003,4,37,57,1,131.1452,6.7026157,,,0,0,0,,,0,1,0
16566483,2003,1,35,49,1,132.72328,7.409358,,,0,0,0,,,1,1,0
16566513,1996,1,32,38,1,56.054794,5.7342067,1,20,0,1,0,1,5.800909,0,1,0
16567609,2003,1,42,44,1,133.4137,7.5468774,,,0,0,0,,,1,1,0
16567633,1997,1,50,41,1,69.008217,7.7804151,-8,-8,0,1,0,1,,0,1,0
16569849,1994,4,37,51,1,23.441095,6.8543382,,,0,0,0,,,1,1,0
16569873,1994,1,37,44,1,34.91507,6.5889711,1,37,0,1,0,1,6.6873326,0,1,0
16570952,2003,-8,-8,38,0,136.20822,,,,0,0,0,,,1,1,0
16574311,1998,3,40,41,1,74.268494,7.6090865,,,0,0,0,,,1,1,0
16577671,1993,1,37,39,1,23.079453,7.5308356,1,70,0,1,0,1,7.0935555,1,1,0
16577701,2003,1,35,47,1,132.82191,7.0986743,,,0,0,0,,,0,3,0
16579917,1993,1,40,33,1,16.832876,6.2000637,1,40,0,1,0,1,6.3024278,1,1,0
16581032,1993,-8,-8,27,0,19.758904,,1,45,0,0,1,1,6.5888958,1,1,0
16582152,2003,1,39,56,1,130.78355,6.7179899,,,0,0,0,,,1,1,0
16582187,1992,1,31,39,1,9.1068497,6.1456404,1,40,1,0,0,0,5.4214973,0,3,0
16586662,1999,1,18,58,1,87.254791,5.3174915,1,6,0,1,0,1,,0,1,0
16586697,1993,4,37,29,1,13.216438,6.6954703,3,18,0,1,0,1,5.898015,0,1,0
16588908,1993,1,12,32,1,19.265753,6.6038833,1,20,0,1,0,1,5.8856664,0,1,0
16596749,1999,1,37,53,1,85.380821,6.108264,-8,-8,1,0,0,0,,0,1,0
16598946,1993,1,37,48,1,24.854795,6.4180822,1,20,0,1,0,1,6.0524859,0,1,0
16603451,1998,1,35,38,1,79.463013,7.4617858,1,37,0,1,0,1,7.7092929,1,3,0
16606787,1997,3,37,35,1,63.780823,7.1894832,-8,20,1,0,0,0,,0,3,0
16606817,2003,1,40,41,1,132.95343,7.433785,,,0,0,0,,,1,3,0
16607902,2003,2,30,51,1,131.27672,6.9112525,,,0,0,0,,,0,1,0
16607937,2003,1,39,43,1,131.27672,7.272469,,,0,0,0,,,1,2,0
16615778,2003,3,32,57,1,133.44658,6.4974384,,,0,0,0,,,0,1,0
16616863,1999,1,37,49,1,88.832878,7.0623465,,,0,0,0,,,1,1,0
16616898,1995,1,35,43,1,45.994522,6.6296239,3,37,0,1,0,1,6.4245758,0,1,0
16629183,2003,1,37,52,1,132.69041,7.4127564,,,0,0,0,,,1,2,0
16632532,2002,3,37,43,1,123.58356,7.0432644,,,0,0,0,,,1,2,0
16634772,2003,1,40,46,1,132.39452,6.6798091,,,0,0,0,,,1,2,0
16634802,1997,1,37,34,1,64.997261,6.4029794,1,22,1,0,0,0,5.9679918,0,1,0
16638131,1994,1,37,41,1,22.323288,7.0456514,,,0,0,0,,,1,1,0
16639251,1994,1,27,46,1,28.832876,5.8351817,,,0,0,0,,,0,1,0
16640373,1994,1,37,53,1,24.460274,7.1027479,,,0,0,0,,,1,1,0
16640403,1994,1,20,49,1,24.460274,6.0283656,,,0,0,0,,,0,1,0
16642619,2002,1,39,58,1,129.40274,6.6441894,1,32,0,1,0,1,6.1370049,1,1,0
16642643,2003,4,20,56,1,132.52603,6.1172495,,,0,0,0,,,0,2,0
16657179,1995,1,40,30,1,36.328766,7.133513,,,0,0,0,,,1,1,0
16662768,1996,1,45,58,1,47.506851,5.8116817,,,0,0,0,,,1,1,0
16667247,2000,3,38,41,1,96.164383,7.3080902,,,0,0,0,,,1,3,0
16673956,2003,1,50,43,1,131.76987,7.1739559,,,0,0,0,,,1,2,0
16675088,1997,1,35,52,1,69.1726,7.1501322,-8,-8,1,0,0,0,,1,3,0
