pid,year,jbsect1,jbhrs1,age,e1,spelldur1,logw1,jbsect2,jbhrs2,j2u,j2j,u2j,e2,logw2,sex,educ,nonwhite
16675118,2003,3,35,56,1,131.83562,7.3675213,,,0,0,0,,,0,3,0
16681827,2003,1,39,39,1,133.08493,6.3928366,,,0,0,0,,,0,1,0
16685156,2003,1,40,55,1,134.39999,6.688004,,,0,0,0,,,1,1,0
16685199,2002,1,38,54,1,131.40822,6.9563704,1,19,0,1,0,1,6.8640537,0,1,0
16713141,1992,-8,40,28,1,.032876711,6.4402905,1,40,1,0,0,0,6.607121,1,1,0
16723228,1993,1,38,46,1,16.668493,6.4325752,1,35,1,0,0,0,6.1937938,0,1,0
16724402,2000,1,39,34,1,97.512329,6.9118643,1,36,0,1,0,1,6.8297191,1,1,0
16729943,1993,1,35,38,1,15.484932,7.2584462,1,40,0,1,0,1,7.0093727,1,1,0
16729978,2000,1,20,37,1,106.4548,6.7199469,1,37,0,1,0,1,6.647397,0,1,0
16738969,2003,3,37,52,1,131.63835,6.7779236,,,0,0,0,,,1,1,0
16744527,1992,-8,-8,28,0,1.3808219,,-8,-8,0,0,1,1,,1,1,0
16745612,2000,3,37,45,1,96.558907,7.3354964,,,0,0,0,,,0,2,0
16752333,1993,1,35,38,1,15.123287,6.3517227,1,35,1,0,0,0,6.3919039,0,1,0
16752368,1992,1,40,37,1,3.8465753,7.5671043,1,40,0,1,0,1,7.5344615,1,1,0
16757963,2003,1,40,43,1,130.19179,6.8366475,,,0,0,0,,,0,1,0
16762401,1998,4,40,33,1,81.435616,7.326983,1,37,0,1,0,1,7.5236692,1,3,0
16768019,2003,1,40,50,1,133.70959,6.6920366,,,0,0,0,,,1,2,0
16768043,2003,4,29,49,1,133.77534,6.0326943,,,0,0,0,,,0,1,0
16769139,2003,4,22,59,1,132.36165,6.5273209,,,0,0,0,,,0,1,0
16769163,1992,1,40,49,1,9.7315073,6.4402905,1,35,0,1,0,1,6.3455262,1,1,0
16771362,1994,1,37,29,1,29.227398,7.0496736,1,38,0,1,0,1,7.1348658,1,3,0
16791517,1997,1,37,31,1,66.345207,6.6354966,1,40,0,1,0,1,6.7498808,0,1,0
16791541,1998,1,37,37,1,77.063011,6.5943866,1,40,0,1,0,1,6.6942449,1,2,0
16792637,1992,3,32,41,1,5.8849316,6.3077846,3,-8,1,0,0,0,,0,1,0
16793757,1994,1,40,49,1,34.487671,7.0388985,1,60,0,1,0,1,7.0599885,1,1,0
16798236,2003,3,37,52,1,131.24384,7.7764039,,,0,0,0,,,0,3,0
16809432,2003,-8,-8,50,0,130.65205,,,,0,0,0,,,1,1,0
16811666,1994,4,50,50,1,23.967123,7.7489648,,,0,0,0,,,1,3,0
16811704,1994,4,-1,46,1,23.934246,7.5708647,,,0,0,0,,,0,3,0
16813901,1992,1,-8,42,0,6.9698629,,1,13,0,0,1,1,,0,1,0
16813936,2003,1,39,53,1,131.17809,7.0657806,,,0,0,0,,,1,2,0
16818423,1992,-8,-8,35,0,7.2328768,,1,40,0,0,1,1,,1,1,0
16819519,2003,4,22,45,1,131.0137,6.6878467,,,0,0,0,,,0,1,0
16826256,2002,4,17,55,1,120.13151,5.8838744,,,0,0,0,,,0,1,0
16832949,2003,2,37,48,1,132.75616,6.8925037,,,0,0,0,,,0,2,0
16836308,1993,4,12,46,1,20.087671,6.4753666,3,16,0,1,0,1,6.7104878,1,3,0
16838548,1992,4,30,45,1,13.873973,7.0019937,1,22,0,1,0,1,6.7952781,0,3,1
16838572,2003,1,37,51,1,133.70959,7.1284728,,,0,0,0,,,1,1,0
16869893,1995,1,37,45,1,38.432877,7.8130112,1,37,0,1,0,1,7.6728473,1,3,0
16869923,2003,1,37,51,1,131.8685,6.8053293,,,0,0,0,,,0,3,0
16871049,2003,3,38,58,1,132.72328,7.5861645,,,0,0,0,,,0,3,0
16873289,2003,3,37,49,1,132.19727,6.6283455,,,0,0,0,,,0,3,0
16878841,1996,4,55,48,1,57.172604,7.7442365,1,60,0,1,0,1,,1,3,0
16878876,1996,3,45,43,1,59.145206,7.4409246,3,50,0,1,0,1,7.4335794,0,3,0
16895649,2000,1,40,60,1,104.51507,6.6243744,1,23,0,1,0,1,5.9493723,1,1,0
16895673,2003,1,36,56,1,132.06575,6.7155509,,,0,0,0,,,0,1,0
16904621,2003,1,39,39,1,131.83562,6.8553119,,,0,0,0,,,1,1,0
16906837,2003,1,40,50,1,131.1452,7.3380952,,,0,0,0,,,1,2,0
16909119,1998,3,37,40,1,82.717812,6.5998793,1,37,0,1,0,1,6.537591,0,2,0
16911318,2003,3,30,58,1,131.47397,7.4839268,,,0,0,0,,,1,3,0
16912462,1995,1,24,44,1,37.80822,5.8389649,1,39,1,0,0,0,6.6575994,0,1,0
16913558,1992,3,56,40,1,2.7616439,7.5192671,3,-8,1,0,0,0,,1,2,0
16913582,2001,4,25,42,1,108.46027,6.6466289,,,0,0,0,,,0,1,0
16915798,1993,2,37,54,1,17.621918,7.0075412,2,-8,1,0,0,0,,1,3,0
16916913,2003,3,40,47,1,131.21095,7.4814334,,,0,0,0,,,1,1,0
16921399,1994,4,37,28,0,24.723288,,,,0,0,0,,,0,1,0
16922549,1995,1,35,30,1,36.164383,6.7470188,1,17,0,1,0,1,6.9553003,0,1,0
16927028,2003,3,27,55,1,132.03288,7.631494,,,0,0,0,,,0,3,0
16928113,1994,1,39,39,1,35.013699,7.1013088,1,40,0,1,0,1,7.2038589,0,1,0
16933737,1992,4,0,45,1,.032876711,5.2363176,1,10,1,0,0,0,5.7352357,0,1,0
16938186,1992,1,0,34,1,1.7753425,6.8710732,1,-8,1,0,0,0,,1,1,1
16940458,1992,1,20,42,1,.032876711,6.4098077,1,54,1,0,0,0,5.9801135,0,1,0
16942698,1998,1,45,47,1,74.071236,6.4632311,-8,-8,1,0,0,0,,1,1,0
16944909,1998,6,35,48,1,79.52877,7.0458651,6,35,0,1,0,1,7.09971,0,1,0
16946057,1994,2,37,33,1,30.509588,6.7203555,-8,-8,1,0,0,0,,0,1,0
16947142,1995,1,40,37,1,38.235615,6.7340713,,,0,0,0,,,1,1,0
16967291,1995,-8,-8,39,0,34.849316,,,,0,0,0,,,0,1,1
16975138,1993,-8,-8,46,0,21.665754,,-8,-8,0,0,1,0,,0,1,0
16986369,2003,1,50,56,1,131.90137,7.0673161,,,0,0,0,,,1,1,0
16997522,1999,1,36,33,1,93.435616,6.6463704,1,42,1,0,0,0,,0,1,0
16999762,2003,1,39,52,1,131.4411,7.0209174,,,0,0,0,,,1,1,0
16999797,2003,3,35,46,1,131.73698,6.2173796,,,0,0,0,,,0,1,0
17003156,2003,3,37,56,1,132.26302,6.2376304,,,0,0,0,,,0,1,0
17005361,1996,1,25,39,1,48.558903,6.7180381,3,20,0,1,0,1,5.6318326,0,1,0
17010969,1994,3,18,39,1,24.230137,5.7481155,,,0,0,0,,,0,1,0
17010993,1994,1,48,38,1,25.019178,7.1766248,,,0,0,0,,,1,1,0
17014328,2001,1,37,58,1,109.21644,6.9767585,1,40,1,0,0,0,6.9386134,1,2,0
17014352,1995,3,40,48,1,47.375343,7.1076446,3,35,0,1,0,1,7.3185906,0,3,0
17017688,1994,1,40,41,1,33.40274,6.830514,1,40,0,1,0,1,6.9381557,1,2,0
17017718,1996,1,38,37,1,55.430138,6.6890273,4,37,0,1,0,1,6.5276155,0,1,0
17046793,1994,4,37,56,1,25.446575,7.4101658,,,0,0,0,,,1,1,0
17051266,1996,1,38,32,1,48.821918,6.5892229,,,0,0,0,,,1,1,0
17051304,1996,1,39,30,1,48.821918,6.2359953,,,0,0,0,,,0,1,0
17052386,1993,1,25,36,1,21.79726,6.2595134,1,20,1,0,0,0,5.638268,0,1,0
17052416,1998,1,-1,38,1,87.452057,7.2801671,1,38,1,0,0,0,7.4666653,1,1,0
17053536,1998,1,35,38,1,70.389038,6.7263665,,,0,0,0,,,0,1,0
17056896,1992,1,40,28,1,9.4356165,6.9653335,1,40,0,1,0,1,7.0303054,1,1,0
17059143,1993,1,37,30,1,19.068493,6.686604,1,37,0,1,0,1,6.9581175,0,1,0
17061342,1994,5,37,29,1,33.336987,6.7970839,1,37,0,1,0,1,7.4064717,1,1,0
17069181,1992,1,48,48,1,8.2849312,7.2083154,1,40,1,0,0,0,6.7124815,1,1,0
17069211,1993,1,37,49,1,17.161644,6.4561009,1,40,1,0,0,0,6.3836012,0,1,0
17070309,1997,1,40,45,1,59.309589,6.8521023,,,0,0,0,,,1,2,0
17070333,2001,4,37,48,1,109.18356,6.966743,4,35,0,1,0,1,7.324276,0,1,0
17075963,1992,2,35,28,1,9.5013695,6.6962237,2,-8,1,0,0,0,,1,1,0
17078148,2003,1,48,62,1,132.49315,6.977457,,,0,0,0,,,1,1,0
17096057,1994,1,39,63,1,26.00548,6.192668,,,0,0,0,,,1,1,0
17097207,1992,1,35,27,1,9.5342464,6.8232827,1,-8,1,0,0,0,,1,1,0
17108403,1994,3,16,57,1,37.512329,5.5474958,-8,-8,1,0,0,0,,0,1,0
17113962,1995,4,39,46,1,41.09589,6.5803561,-8,-8,1,0,0,0,,1,1,0
17113997,1992,4,20,32,1,.7890411,6.3389106,1,36,0,1,0,1,6.3039103,0,1,0
17124042,1992,1,10,33,1,10.947946,5.1185346,1,6,0,1,0,1,6.2016559,0,3,0
17126282,2003,3,21,38,1,132.16438,7.8712564,,,0,0,0,,,1,3,0
17129672,2003,4,37,58,1,131.83562,6.3484941,,,0,0,0,,,0,1,0
17135249,1992,1,37,55,1,2.3671234,7.5642204,1,36,0,1,0,1,7.7379718,1,1,0
17144191,1993,1,37,37,1,20.90959,7.066483,1,40,0,1,0,1,7.0033898,1,2,0
17146461,1993,1,39,42,1,14.630137,6.2288108,1,40,0,1,0,1,6.321135,0,2,0
17150906,1997,1,40,35,1,67.002739,7.6130257,-8,-8,1,0,0,0,,1,3,0
17168821,1993,1,45,29,1,24.591782,6.9319735,1,12,0,1,0,1,,0,1,0
17174058,2003,3,25,39,1,133.01918,7.5317922,,,0,0,0,,,1,3,0
17181143,1994,1,16,59,1,31.923288,6.0280309,-8,-8,0,1,0,0,,1,1,0
17182263,1995,1,39,31,1,42.575344,6.4525914,1,40,0,1,0,1,6.3017588,1,1,0
17183383,1992,-8,-8,29,0,2.1369863,,1,38,0,0,1,1,6.3959026,1,2,0
17184509,2003,1,35,46,1,131.76987,5.9197769,,,0,0,0,,,0,1,0
17186838,2000,4,40,41,1,96.131508,7.3421497,3,37,0,1,0,1,7.3304162,1,1,0
17192366,1993,1,14,43,1,23.112329,7.0199919,3,0,0,1,0,1,6.0902529,0,3,0
17196817,1993,3,40,40,1,16.767124,6.6140356,3,37,0,1,0,1,6.4649467,1,1,0
17197961,2003,1,-1,70,1,131.80273,6.4777408,,,0,0,0,,,0,1,0
17198038,2003,1,40,46,1,131.63835,7.6176066,,,0,0,0,,,1,1,0
17199069,1992,1,38,28,1,1.9068493,7.6467009,1,38,0,1,0,1,7.6287723,1,1,0
17201322,2003,1,35,49,1,130.42192,6.9015837,,,0,0,0,,,0,1,0
17204658,2002,1,40,60,1,118.06027,7.6537495,,,0,0,0,,,1,1,0
17213606,2003,1,36,37,1,129.92877,7.2795582,,,0,0,0,,,1,1,0
17228166,2003,1,40,44,1,132.52603,6.506041,,,0,0,0,,,1,1,0
17231523,1992,1,-8,35,0,5.7205482,,1,39,0,0,1,1,7.5234118,1,2,0
17243831,1999,1,37,41,1,94.454796,7.3662157,1,37,0,1,0,1,6.7054858,1,2,0
17244951,2003,2,39,50,1,131.90137,7.3744249,,,0,0,0,,,1,3,0
17244986,2003,2,39,47,1,132.06575,7.0752749,,,0,0,0,,,0,1,0
17247209,2003,4,37,44,1,132.78905,7.8535838,,,0,0,0,,,1,3,0
17247233,2003,4,37,40,1,132.78905,7.4922948,,,0,0,0,,,0,3,0
17250552,1995,1,52,30,1,40.438354,6.8054934,1,53,0,1,0,1,7.1268334,1,1,0
17252822,1993,1,30,39,1,19.857534,6.1628699,1,37,1,0,0,0,6.071568,0,1,0
17256186,1994,1,35,28,1,25.742466,5.9308982,,,0,0,0,,,0,1,0
17260663,1995,1,18,39,1,36.624657,5.4622903,1,15,0,1,0,1,5.2831893,0,1,0
17262879,2001,3,30,36,1,118.94794,7.3970919,1,40,0,1,0,1,7.5827866,0,3,0
17263999,1994,3,37,37,1,24.39452,6.9125719,,,0,0,0,,,1,1,0
17264022,1994,3,38,35,1,24.164383,7.1019187,,,0,0,0,,,0,3,0
17266238,1994,1,21,52,1,34.783562,5.5523419,-8,-8,1,0,0,0,,0,1,0
17266262,1994,1,50,47,1,34.487671,7.0089865,-8,-8,1,0,0,0,,1,1,0
17266297,1998,1,43,32,1,71.309586,6.8889656,,,0,0,0,,,1,1,0
17271827,2001,1,40,54,1,108.26302,6.6977797,,,0,0,0,,,1,1,0
17271851,1997,1,28,48,1,70.750687,6.3401928,-8,-8,1,0,0,0,,0,1,0
17274079,1993,8,40,46,1,14.136987,7.1825809,1,40,0,1,0,1,7.0142822,1,1,0
17274109,2003,3,37,53,1,129.50137,7.0274324,,,0,0,0,,,0,1,0
17275229,2001,1,43,64,1,111.12329,6.6413412,1,25,0,1,0,1,6.1636729,0,1,0
17277469,1999,1,35,52,1,89.621918,7.441431,1,60,0,1,0,1,7.0708985,1,1,0
17279704,1992,1,99,37,1,6.0164385,7.1334376,1,-8,1,0,0,0,,1,1,0
17284171,1992,1,44,40,1,5.9835615,6.336638,1,37,0,1,0,1,6.7630339,1,1,0
17297613,2003,1,60,38,1,130.7178,7.6628156,,,0,0,0,,,1,1,0
17302099,1992,1,20,41,1,9.2712326,6.164597,1,20,0,1,0,1,6.1013293,0,1,0
17303206,2002,-8,-8,37,0,119.60548,,,,0,0,0,,,1,3,0
17314372,1994,1,40,56,1,32.679451,6.6591077,-8,-8,1,0,0,0,,1,1,0
17317738,1994,1,37,38,1,34.454796,7.0351706,1,39,0,1,0,1,6.8543363,1,2,0
17317762,2003,1,25,42,1,131.17809,6.1140389,,,0,0,0,,,0,1,0
17319978,2000,1,7,50,1,101.65479,5.6275916,3,18,0,1,0,1,6.5637145,0,3,0
17320003,2003,2,39,51,1,131.11234,7.354434,,,0,0,0,,,1,2,0
17326729,2003,6,37,38,1,132.19727,7.1658626,,,0,0,0,,,0,1,0
17327849,1998,1,37,36,1,82.093147,7.4612703,1,38,0,1,0,1,7.4280539,1,1,0
17333431,2003,1,40,57,1,132.88766,6.505969,,,0,0,0,,,1,1,0
17334527,1995,1,42,47,1,35.408218,7.3300614,,,0,0,0,,,1,1,0
17334551,1996,3,32,46,1,47.013699,6.7351232,,,0,0,0,,,0,2,0
17335647,1992,1,15,46,1,10.356164,5.4453449,1,13,0,1,0,1,5.151834,0,1,0
17339049,1994,1,16,34,1,23.901369,6.0507803,4,15,0,1,0,1,6.1444674,0,2,0
17362547,1995,3,37,35,1,41.523289,6.8513885,-8,-8,1,0,0,0,,1,1,0
17374839,2003,3,0,50,1,132.09863,7.5227304,,,0,0,0,,,1,3,0
17374863,2003,3,50,49,1,132.09863,7.4383373,,,0,0,0,,,0,3,0
17379318,2003,1,37,47,1,131.80273,7.8425851,,,0,0,0,,,1,3,0
17379342,1997,1,9,39,1,66.476715,5.3339362,4,15,0,1,0,1,5.4367332,0,1,0
17384907,2003,3,22,65,1,131.60548,7.1094327,,,0,0,0,,,0,3,0
17392772,2003,2,37,56,1,131.93425,7.0844784,,,0,0,0,,,0,1,0
17393868,2003,1,50,42,1,131.83562,7.3691487,,,0,0,0,,,0,2,0
17401321,1994,1,32,35,1,30.575342,5.9663987,1,30,0,1,0,1,5.604701,0,1,0
17401356,1992,1,40,37,1,11.441096,6.4730802,1,35,0,1,0,1,5.7519574,1,1,0
17402816,2003,3,40,51,1,131.50685,7.7812943,,,0,0,0,,,1,3,0
17406188,1992,1,35,53,1,4.5369864,7.1979761,1,37,0,1,0,1,7.3146186,1,3,0
17406218,1994,4,20,54,1,23.901369,6.2082319,,,0,0,0,,,0,1,0
17412897,1995,1,40,29,1,35.802738,7.0981112,,,0,0,0,,,1,1,0
17416256,1992,3,0,26,1,6.4438357,6.4402905,3,30,0,1,0,1,7.261817,0,3,0
17421853,2003,1,42,49,1,133.24931,7.5079885,,,0,0,0,,,1,2,0
17421888,1997,1,40,38,1,71.112328,7.1024809,1,20,0,1,0,1,7.8940659,0,1,0
17424127,1995,1,17,29,1,43.035618,5.5953813,1,37,0,1,0,1,6.374814,0,1,0
17426332,1996,1,40,31,1,58.126026,7.3634372,1,70,0,1,0,1,7.7548881,1,1,0
17440882,1993,3,33,43,1,23.013699,6.6046805,3,-8,1,0,0,0,,1,3,0
17440912,2003,8,38,51,1,131.60548,7.1305742,,,0,0,0,,,0,2,0
17444241,2001,3,40,54,1,117.46849,7.5812373,3,37,0,1,0,1,6.9786658,1,2,0
17444276,2003,3,37,52,1,132.46028,6.7133265,,,0,0,0,,,0,2,0
17445361,1993,1,5,60,1,14.334247,6.7166066,1,-8,1,0,0,0,,1,1,0
17445426,1995,1,40,32,1,41.326027,6.8042684,1,40,0,1,0,1,6.853868,1,2,0
17447607,1992,1,40,33,1,5.6876712,7.0990362,1,38,0,1,0,1,7.1187162,1,2,0
17452082,2003,1,36,57,1,132.75616,6.7130623,,,0,0,0,,,0,1,0
17461049,2003,3,35,56,1,132.36165,7.5115948,,,0,0,0,,,0,3,0
17463289,2003,8,48,38,1,133.47945,7.3852472,,,0,0,0,,,1,3,0
17463319,1993,3,40,28,1,15.517808,7.0042262,3,40,0,1,0,1,7.2374258,0,3,0
17465559,1993,1,20,36,1,13.676712,5.8262949,1,25,0,1,0,1,6.0437331,0,1,0
17468876,1993,1,-8,28,0,27.452055,,1,16,0,0,1,1,,0,1,0
17469996,2003,3,37,51,1,131.37534,7.2151442,,,0,0,0,,,0,3,0
17474477,1995,1,40,40,1,46.060272,7.3700771,-8,-8,1,0,0,0,,1,1,0
17474507,1998,3,37,42,1,78.213699,6.9341507,-8,-8,1,0,0,0,,0,1,0
17478987,1992,1,40,43,1,.032876711,6.8806934,1,-8,1,0,0,0,,1,1,0
17482313,1994,1,35,54,1,35.769863,6.3339305,-8,-8,1,0,0,0,,0,1,0
17482402,2003,3,37,38,1,130.52055,7.0470557,,,0,0,0,,,0,1,0
17484553,1992,4,47,33,1,9.4356165,6.9669647,6,66,0,1,0,1,7.5643878,0,3,0
17484588,1992,6,0,36,1,1.019178,6.8668303,4,37,0,1,0,1,6.8563519,1,2,0
17506948,2003,1,39,53,1,131.63835,6.7037487,,,0,0,0,,,1,1,0
17510309,2000,1,39,42,1,95.704109,7.3008647,,,0,0,0,,,1,1,0
17513669,2003,1,37,41,1,130.98082,7.3414288,,,0,0,0,,,1,2,0
17520401,2003,3,23,59,1,130.91507,5.899056,,,0,0,0,,,0,1,0
17521521,1998,1,25,61,1,70.652054,5.5547476,,,0,0,0,,,0,1,0
17524857,1992,1,16,28,1,11.704109,5.3614807,1,16,0,1,0,1,5.3261871,0,1,0
17536057,2000,1,39,42,1,103.95616,7.2953401,4,37,0,1,0,1,6.8110118,1,1,0
17537177,1997,3,39,34,1,67.167122,7.1331043,-8,-8,1,0,0,0,,1,1,0
17538297,1994,1,22,39,1,32.350685,5.9790502,1,23,0,1,0,1,5.604701,0,1,0
17538327,2003,1,37,47,1,131.63835,7.1435537,,,0,0,0,,,1,1,0
17548373,2003,2,35,44,1,129.79726,7.2994361,,,0,0,0,,,0,3,0
17549558,2003,3,18,56,1,131.11234,6.0243301,,,0,0,0,,,1,1,0
17587581,1995,3,37,36,1,42.90411,6.93572,1,37,0,1,0,1,7.0742378,1,3,0
17592038,1994,5,27,29,1,34.19178,6.1601171,-8,-8,1,0,0,0,,0,1,0
17596513,1994,1,40,28,1,24.526028,7.0347347,,,0,0,0,,,1,1,0
17598753,1995,1,35,36,1,35.769863,6.8124275,,,0,0,0,,,1,1,0
17614422,1997,2,37,37,1,64.997261,7.2217784,2,37,0,1,0,1,7.4639416,1,2,0
17621178,1993,8,-8,49,0,12.065753,,6,20,0,0,1,1,5.7821383,0,1,0
17624509,2000,3,35,49,1,95.704109,7.5624304,,,0,0,0,,,0,3,0
17628989,2003,3,37,38,1,131.1452,7.268764,,,0,0,0,,,1,2,0
17631246,1992,1,40,28,1,.16438356,6.327116,1,35,0,1,0,1,6.4065123,0,1,0
17632331,2001,1,50,38,1,120.52602,7.0227556,1,55,0,1,0,1,7.1804056,1,1,0
17634571,1993,1,40,27,1,18.641096,7.1936574,1,37,0,1,0,1,7.1794977,1,3,0
17634601,1993,4,36,27,1,22.323288,6.9514217,4,-8,0,1,0,1,,0,3,0
17639093,1999,1,16,61,1,84.460274,5.3164358,,,0,0,0,,,0,1,0
17644682,1993,1,38,27,1,15.978083,6.6618061,1,-8,1,0,0,0,5.6917567,1,1,0
17646928,1993,1,38,29,1,14.498631,6.3275952,1,39,0,1,0,1,6.3275614,0,1,0
17650259,2003,4,37,37,1,131.34247,6.5306501,,,0,0,0,,,1,1,0
17651409,2003,1,38,41,1,131.60548,7.5782528,,,0,0,0,,,1,3,0
17653606,1994,1,38,37,1,35.572601,7.1731906,1,38,0,1,0,1,7.1077199,1,1,0
17653649,2003,2,37,45,1,133.05205,6.6206527,,,0,0,0,,,0,1,0
17654726,2003,1,45,52,1,131.93425,7.1607795,,,0,0,0,,,1,2,0
17654769,2003,3,31,51,1,131.8685,6.3560724,,,0,0,0,,,0,2,0
17658098,2003,1,40,54,1,131.60548,7.8288999,,,0,0,0,,,1,3,0
17658128,2003,4,37,53,1,131.60548,7.0737324,,,0,0,0,,,0,3,0
17659248,1992,3,37,57,1,4.6684933,6.9187264,3,37,0,1,0,1,6.8040056,1,2,0
17665922,1992,-8,-8,37,0,.032876711,,1,20,0,0,1,1,6.0193343,1,1,0
17667046,1992,-8,-8,28,0,.49315068,,-8,-8,0,0,1,0,,1,1,0
17668204,2003,1,37,59,1,131.4411,7.4908519,,,0,0,0,,,1,2,0
17670403,2003,3,40,50,1,133.64383,7.2941327,,,0,0,0,,,1,3,0
17674883,2003,4,30,48,1,131.60548,6.4187398,,,0,0,0,,,0,1,0
17674913,2003,1,45,47,1,130.91507,7.1911545,,,0,0,0,,,1,1,0
17677122,1993,2,40,61,1,17.950686,7.2577062,2,-8,1,0,0,0,,1,1,0
17683831,2003,1,37,55,1,131.1452,7.7897058,,,0,0,0,,,1,1,0
17683866,1992,4,37,44,1,6.7726026,6.5734367,4,37,0,1,0,1,6.6078906,0,1,0
17686083,2003,6,36,43,1,130.88219,6.3831978,,,0,0,0,,,0,1,0
17686113,2003,6,36,41,1,130.88219,6.4590778,,,0,0,0,,,1,1,0
17687233,2003,4,37,41,1,132,7.379611,,,0,0,0,,,0,1,0
17695066,1994,1,39,32,1,25.117807,7.1877265,,,0,0,0,,,1,2,0
17701759,2000,1,50,45,1,105.1726,7.6156707,1,37,0,1,0,1,,1,3,0
17702909,1998,1,35,49,1,71.967125,6.7655196,,,0,0,0,,,0,1,0
17710707,2001,1,40,54,1,108.13151,6.5754414,1,40,0,1,0,1,7.1319041,1,1,0
17710731,1995,1,42,40,1,45.336987,7.1157808,2,14,0,1,0,1,5.2031465,0,1,0
17716306,1999,1,37,37,1,94.290413,7.1647487,1,37,0,1,0,1,6.847755,1,2,0
17716349,1992,3,37,29,1,6.2465754,6.6986794,2,20,0,1,0,1,6.097065,0,2,0
17717426,2003,1,40,53,1,132.1315,7.4138656,,,0,0,0,,,1,1,0
17723027,2003,1,37,43,1,131.4411,7.1952176,,,0,0,0,,,1,3,0
17727537,2003,1,35,54,1,131.90137,6.5372052,,,0,0,0,,,0,2,0
17729742,2000,1,42,42,1,107.04658,7.1464505,-8,-8,1,0,0,0,,1,1,0
17730899,1996,1,40,49,1,49.019176,6.4590311,1,37,1,0,0,0,6.7521377,1,1,0
17733103,2003,6,60,57,1,132.26302,7.4212132,,,0,0,0,,,1,3,0
17736463,2003,1,39,56,1,131.47397,7.1619296,,,0,0,0,,,1,1,0
17745411,1998,1,37,51,1,77.358902,7.3495741,1,37,0,1,0,1,7.387392,1,1,0
17745446,1995,3,37,45,1,42.049316,6.6714058,3,30,0,1,0,1,6.8333449,0,1,0
17748771,1998,1,36,35,1,71.704109,7.745544,,,0,0,0,,,1,3,0
17759978,1995,1,36,49,1,45.336987,7.2358375,-8,-8,1,0,0,0,,1,2,0
17760003,1996,6,35,48,1,59.046574,6.2701507,6,27,0,1,0,1,6.0284872,0,1,0
17768969,1995,3,39,38,1,46.619179,6.4894214,-8,-8,1,0,0,0,,0,1,0
17772281,1996,1,40,51,1,58.027397,6.1554379,1,40,0,1,0,1,6.1531296,0,1,0
17773407,2000,1,39,56,1,103.98904,6.7276158,1,39,0,1,0,1,6.6492677,0,1,0
17775647,2003,1,40,39,1,132.39452,7.5382242,,,0,0,0,,,1,1,0
17776767,1996,3,35,41,1,56.416439,6.5635023,3,32,0,1,0,1,6.7725372,0,2,0
17776791,1995,1,40,39,1,39.484932,7.2706256,1,40,0,1,0,1,7.2547479,1,1,0
17777887,2000,1,46,37,1,103.56165,7.0246491,1,46,1,0,0,0,6.9095745,1,1,0
17784662,1994,1,-8,28,0,32.745205,,1,36,0,0,1,1,6.6545234,1,1,0
17787963,1992,1,37,26,1,.69041097,6.112556,1,-8,1,0,0,0,,1,1,0
17791316,1992,-8,-8,36,0,4.339726,,1,42,0,0,1,1,6.4941902,1,2,0
17793556,1992,1,37,29,1,8.2191782,7.1334376,1,-8,1,0,0,0,,1,1,0
17794676,1998,1,37,49,1,72.164383,7.5470614,,,0,0,0,,,1,1,0
17794706,1998,4,37,44,1,72.164383,6.6323795,,,0,0,0,,,0,1,0
17796946,2003,1,37,45,1,131.96712,7.0319109,,,0,0,0,,,1,2,0
17799198,1998,3,24,64,1,71.769859,6.0237808,,,0,0,0,,,0,1,0
17800277,2001,1,39,44,1,110.56438,6.9726739,1,42,0,1,0,1,6.914803,1,2,0
17802547,2003,1,37,51,1,131.90137,6.8086243,,,0,0,0,,,0,1,0
17804752,2003,3,78,38,1,132.75616,7.6798854,,,0,0,0,,,1,3,0
17808146,1994,4,37,28,1,24.854795,7.0099416,,,0,0,0,,,0,1,0
17809231,1997,1,50,45,1,63.583561,7.2960505,1,50,0,1,0,1,7.4733047,1,1,0
17809266,1998,1,20,40,1,76.569862,6.1249652,1,40,0,1,0,1,6.5549827,0,1,0
17814839,2000,3,78,47,1,100.10959,7.852191,3,78,0,1,0,1,,1,1,0
17824931,1992,4,37,36,1,7.0356164,7.2083154,4,37,0,1,0,1,7.261817,0,1,0
17826063,2002,1,12,60,1,123.51781,5.1761222,6,9,0,1,0,1,,0,1,0
17827159,2001,1,37,42,1,113.03014,7.3037944,1,37,0,1,0,1,7.9120626,1,2,0
17836107,2003,1,39,49,1,131.63835,7.3445535,,,0,0,0,,,1,1,0
17836131,2001,4,37,45,1,110.9589,6.7273006,4,31,0,1,0,1,7.1312513,0,1,0
17839491,2000,1,40,52,1,106.32329,7.2689834,-8,-8,1,0,0,0,,1,1,0
17842816,2001,1,36,59,1,110.92603,7.3538985,-8,-8,1,0,0,0,,1,1,0
17845068,2003,1,39,56,1,131.83562,5.4301138,,,0,0,0,,,0,1,0
17850681,2003,1,20,42,1,132.09863,5.8578911,,,0,0,0,,,0,1,0
17860733,1994,1,38,39,1,23.572603,6.3992066,,,0,0,0,,,1,1,0
17860768,1994,1,28,36,1,23.572603,6.2287683,,,0,0,0,,,0,1,0
17862973,1996,-8,-8,31,0,47.178082,,,,0,0,0,,,1,1,0
17882001,2001,1,28,45,1,114.14794,6.0954337,1,20,1,0,0,0,6.1529441,0,1,0
17882036,2003,1,39,44,1,131.07945,6.8676848,,,0,0,0,,,1,1,0
